Enquete;Tire;xDeb;nbMots;Tour de parole
Nawal7_220618.TextGrid;Youssef;983.899;22;Ils viennent te voir euh  arrête de parler deutsch@s tu vois on va lui dire arrête de deutsch@s là tu parles chinois.;
Nawal7_220618.TextGrid;Youssef;991.356;17;Ouais voilà en plus ils comprennent pas donc euh c'est moyen se moquer un peu et.;
Nawal7_220618.TextGrid;Youssef;996.837;72;Ça fait rire  arrête de parler deutsch@s ça veut dire arrête de parler euh tu tu dis n'importe quoi vas-y avance ça veut pas dire vas-y avance non c'est pas un c- c'est c'est un langage universel j'ai envie de dire parce que un peu partout ça va être la même chose si après voilà c'est pas exactement euh mot pour mot les mêmes termes mais.;
Nawal7_220618.TextGrid;Youssef;1017.71;6;Tout veut dire la même chose.;
Nawal7_220618.TextGrid;Youssef;1021.61;27;Ah nan euh quand je travaille ben euh je peux quand je travaille chez Planet Sushi c'est pas du tout le même langage que je côtoie.;
Nawal7_220618.TextGrid;Youssef;1028.45;38;Je peux pas je peux pas me permettre sachant que j'ai une clientèle euh  je me permets parfois de parler arabe parce que j'ai des clients saoudiens je parlais j'essaye de me débrouiller en anglais.;
Nawal7_220618.TextGrid;Youssef;1039.18;27;En espagnol aussi on m- on on m'a demandé on m'a demandé si j'étais italien bellissimo@s bellissima@s tu sais ce que ça veut dire ?;
Nawal7_220618.TextGrid;Youssef;1048.56;24;Donc après ouais nan mais tu peux pas te permettre de parler après t'as des tu as certains clients j'ai des clients.;
Nawal7_220618.TextGrid;Youssef;1054.92;24;Bah j'ai des clients je les ai même sur snapchat tu vois voilà j'ai des clients je les ai sur snapchat et.;
Nawal7_220618.TextGrid;Youssef;1061.88;99;Normal je les arrange euh et o- et eux ils vendent des pizzas ils tu sais ils ont x situation hein c'est des ben c'est des feuges@s ou c'est des rebeus par exemple le feuge@s que je connais je l'ai sur snapchat ben il a une pizzeria il a envie de manger des sushis il vient manger moi je l'arrange sur le tarif il boit à l'oeil et tout ça et moi quand je vais à la pizzeria je suis à l'oeil après voilà c'est comme ça c'est le contact.;
Nawal7_220618.TextGrid;Youssef;1083.84;8;Ce qu'il me faut à Montpellier  bientôt.;
Nawal7_220618.TextGrid;Youssef;1087.83;12;Non ça va venir après voilà je suis quelqu'un de sociable.;
Nawal7_220618.TextGrid;Youssef;1091.20;10;Donc même au travail je m'adapte avec le langage.;
Nawal7_220618.TextGrid;Youssef;1094.42;11;C'est pas un c'est pas un souci et x.;
Nawal7_220618.TextGrid;Youssef;1101.30;1;Nan.;
Nawal7_220618.TextGrid;Youssef;1103.61;1;Nan.;
Nawal7_220618.TextGrid;Youssef;1105.76;4;Ça m'arrive souvent.;
Nawal7_220618.TextGrid;Youssef;1107.74;5;Ça m'arrive souvent souvent.;
Nawal7_220618.TextGrid;Youssef;1111.16;13;Ben ben voilà au- en fait quand quand tu grandis dans une cité.;
Nawal7_220618.TextGrid;Youssef;1116.28;20;Quand tu grandis dans une cité t'es tu es amené à c'est pas de la schizophrénie hein mais.;
Nawal7_220618.TextGrid;Youssef;1123.06;7;Tu es amené à avoir plusieurs rôles.;
Nawal7_220618.TextGrid;Youssef;1126.78;45;Ouais c'est des rôles c'est c'est c'est pas des jeux de rôle mais tu as des rôles parce que dans ton quartier avec tes potes tu fais le mode fier au travail t'as toujours ta fierté mais tu la contiens.;
Nawal7_220618.TextGrid;Youssef;1138.43;36;Parce que tu peux avoir moi par exemple dans la restauration tout le monde le sait la restauration c'est super relou@s niveau clientèle parce que les clients tu as des clients qui sont très exigeants.;
Nawal7_220618.TextGrid;Youssef;1148.16;17;Et tu as de quoi te tirer les cheveux quand tu as les cheveux longs comme moi.;
Nawal7_220618.TextGrid;Youssef;1153.15;17;Donc euh voilà après euh  faut faut savoir après faut savoir gérer tu respires c'est tout.;
Nawal7_220618.TextGrid;Youssef;1160.12;31;Tu prends sur toi tu as choisi et ben tu travailles maintenant tu tu peux pas te permettre d'insulter le client comme si x comme si c'était ton pote.;
Nawal7_220618.TextGrid;Youssef;1168.86;24;Mais tu peux te permettre de le remettre en place si si il a fait quelque chose qu'il ne devait pas se permettre.;
Nawal7_220618.TextGrid;Youssef;1179.43;27;Ah mais je parle de tout non mais au fait même euh avec mes potes renois@s on parle rebeu@s parfois c'est pas une conversation mais dans.;
Nawal7_220618.TextGrid;Youssef;1187.56;32;Dans la plupart des mots ben il y a des il y a des mots rebeus@s dans la plupart de nos phrases il y a des mots rebeus@s ah tu fais dahka@s.;
Nawal7_220618.TextGrid;Youssef;1194.88;7;Ouais tu fais dahka@s tu fais rire.;
Nawal7_220618.TextGrid;Youssef;1197.67;10;Euh ouais ouais tu fais dahka@s tu ah ah dahka@s.;
Nawal7_220618.TextGrid;Youssef;1201.94;1;Dahka@s.;
Nawal7_220618.TextGrid;Youssef;1204.15;19;Dahka@s euh vas-y dekika@s on a des ouais il y a des potes qui disent dekika@s attends dekika@ wesh@s.;
Nawal7_220618.TextGrid;Youssef;1212.09;12;Euh il y a pleins de petits trucs vas-y ramène du khobze@s.;
Nawal7_220618.TextGrid;Youssef;1215.24;6;Ouais il y en a plein.;
Nawal7_220618.TextGrid;Youssef;1217.71;30;Euh nan beure@s feuge@s renoi@s euh tout de tout euh je je connais beaucoup de gens même bab- eh même les babtous@s ils jurent wallah@s au jour d'aujourd'hui.;
Nawal7_220618.TextGrid;Youssef;1227.77;10;Même les babtous@s jurent wallah@ au jour d'aujourd'hui.;
Nawal7_220618.TextGrid;Youssef;1230.25;9;Tu vois ce que je veux dire donc euh.;
Nawal7_220618.TextGrid;Youssef;1232.46;5;Ouais inchallah@s euh maktoub@s euh.;
Nawal7_220618.TextGrid;Youssef;1235.65;44;Ouais c'est ce qu'ils maintenant ils disent plus c'est ma destinée c'était mon maktoub@s ils te disent  xx après tu es voilà t'entres dans une cité tu as un mix@s  t'as des rebeus@s des pakpaks@s des chinois des.;
Nawal7_220618.TextGrid;Youssef;1247.06;5;Ouais les pakpaks tu connais ?;
Nawal7_220618.TextGrid;Youssef;1249.14;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;1250.70;6;Les pakpaks@s c'est les poundés@s.;
Nawal7_220618.TextGrid;Youssef;1253.74;2;Les poundés.;
Nawal7_220618.TextGrid;Youssef;1255.13;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;1256.88;8;Poundés@s j'avoue c'est pas bien hein.;
Nawal7_220618.TextGrid;Youssef;1259.58;8;xxx Ouais et ben dans leur langage ouais.;
Nawal7_220618.TextGrid;Youssef;1263.46;9;Dans leur langage c'est très très très péjoratif.;
Nawal7_220618.TextGrid;Youssef;1266.72;26;Et euh même moi j'avais des cuisiniers euh pakpaks@s et je leur disais que ça je les rendais fous ils avaient envie de me couper.;
Nawal7_220618.TextGrid;Youssef;1274.28;1;Poundés.;
Nawal7_220618.TextGrid;Youssef;1275.99;46;Ah ouais ah ils détestent ça n'importe quel hein n'importe quel ils préfèrent que tu l'appelles pakpak@s que poundé  parce que pakpaks@s ça veut pakistanais tu vois c'est pakpaks@s en fait c'est des pakistanais tu vois les pakistan et tout ça.;
Nawal7_220618.TextGrid;Youssef;1291.60;48;Mais poundé chez eux c'est très péjoratif donc euh dès que tu en vois un et que tu lui dis ça en fait c'est si tu vois un mec et que tu lui dis poundé c'est comme si tu lui disais tu es une fille.;
Nawal7_220618.TextGrid;Youssef;1302.16;10;Tu es une fille ouais ça veut dire tu as.;
Nawal7_220618.TextGrid;Youssef;1303.79;37;Nan même pas tu es pédé@s c'est ça veut dire voilà tu es tu es génétiquement une fille  tu es plus un mec@s tu es génétiquement une fille xx tu vois ce que je veux dire.;
Nawal7_220618.TextGrid;Youssef;1313.46;10;Donc c'est pour ça qu'ils ne supportent pas.;
Nawal7_220618.TextGrid;Youssef;1327.00;9;C'est même le langage de la maison euh.;
Nawal7_220618.TextGrid;Youssef;1329.75;2;Je mélange.;
Nawal7_220618.TextGrid;Youssef;1331.41;15;Ca m'allive euh ça m'arrive de dire des gros mots sans faire exprès.;
Nawal7_220618.TextGrid;Youssef;1340.05;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;1345.86;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;1347.74;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;1348.80;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;1349.40;12;Que du langage de jeunes mais ouais il m'a bien compris.;
Nawal7_220618.TextGrid;Youssef;1352.70;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;1353.33;2;Mais il.;
Nawal7_220618.TextGrid;Youssef;1354.96;1;Voilà.;
Nawal7_220618.TextGrid;Youssef;1356.31;9;Et il parle que comme ça avec ses potes.;
Nawal7_220618.TextGrid;Youssef;1359.28;43;Eh ben on est dans le vingtième on est pas dans le seizième où tu peux parler à base de Charles je ne suis pas sat- je ne sais point satisfait de ton comportement parce que je sais parler comme ça aussi mais.;
Nawal7_220618.TextGrid;Youssef;1372.85;35;Ça serait pas marrant ça serait pas marrant de parler comme ça avec mon petit frère c'est comme si je je pensais à l'histoire de Lorette@a Chirac@a et sa femme qui se vouvoient.;
Nawal7_220618.TextGrid;Youssef;1381.63;10;Là c'est comme si je vouvoyais mon petit frère.;
Nawal7_220618.TextGrid;Youssef;1384.33;8;Ça pourrait faire une forme de respect mais.;
Nawal7_220618.TextGrid;Youssef;1389.31;42;Après voilà euh il est tu vis dans une époque où tu étais tu es passé par la technologie le temps il te rattrape super vite donc tu essaies de rattraper le temps donc tu rattrapes le temps avec le langage hein.;
Nawal7_220618.TextGrid;Youssef;1400.51;12;Tu ben le temps il évolue trop autant le x le langage.;
Nawal7_220618.TextGrid;Youssef;1408.66;64;Ben tu vas parler le langage des j- des des jeunes quand tu es avec les jeunes il arrive à un moment ben tu vas devoir parler sérieux parce que tu te retrouves dans une situation plutôt sérieuse tu vas pas parler par exemple euh tu tu as rendez-vous euh chez le dentiste tu vas pas lui dire j'ai mal à la chkaï@s.;
Nawal7_220618.TextGrid;Youssef;1423.88;7;Ouais la chkai@s c'est la dent.;
Nawal7_220618.TextGrid;Youssef;1427.88;15;Euh c-  je pourrais pas te dire ça vient d'où là je cale et.;
Nawal7_220618.TextGrid;Youssef;1433.30;3;Ouais les chicots@s.;
Nawal7_220618.TextGrid;Youssef;1435.51;6;Les chicots@s c'est les dents.;
Nawal7_220618.TextGrid;Youssef;1438.47;3;Classique les chicots@s.;
Nawal7_220618.TextGrid;Youssef;1440.35;21;Mh les chicots@s c'est les dents la chkai@s c'est les dents la dent une chkai@s c'est une dent.;
Nawal7_220618.TextGrid;Youssef;1445.92;15;Donc euh j'ai mal aux chkai@s ça veut dire j'ai mal aux dents.;
Nawal7_220618.TextGrid;Youssef;1450.39;15;Tu vas voir le dentiste tu vas lui dire j'ai mal à la dent.;
Nawal7_220618.TextGrid;Youssef;1452.95;10;Tu peux pas lui dire j'ai mal aux chkai@s.;
Nawal7_220618.TextGrid;Youssef;1456.42;23;xxxx qu'est ce tu me parles je t'ai pas mis encore sous morphine et tu me racontes déjà n'importe quoi.;
Nawal7_220618.TextGrid;Youssef;1461.60;51;Donc tu es pas crédible ah tu c'est pour plein plein de petites choses comme ça euh tu vas pas aller voir ta t'es en cours tu vas pas aller voir ton prof@s tu lui dis euh wesh@s j'ai rien compris ma gueule@s euh re- recommence vite fait.;
Nawal7_220618.TextGrid;Youssef;1477.26;5;Zéro  elle va te sortir.;
Nawal7_220618.TextGrid;Youssef;1484.37;27;Euh ouais ben eh au jour d'aujourd'hui il y a beaucoup de filles qui trainent dans les rues et qui se prennent pour des mecs.;
Nawal7_220618.TextGrid;Youssef;1490.76;19;J'ai envie de dire ben je préfère t'appeler kadera@a euh je préfère t'appeler mon frère que.;
Nawal7_220618.TextGrid;Youssef;1495.88;31;Ça te va pas c'est on va pas se mentir je connais des filles euh  elles elles parlent comme euh pire qu'un mec@s même elles crachent comme des mecs@s.;
Nawal7_220618.TextGrid;Youssef;1508.42;9;Euh pas que dans le vingtième même le quatre-vingt-quatorze.;
Nawal7_220618.TextGrid;Youssef;1511.84;16;Ouais tu vois euh on est en train de parler  et même pas excuse moi hein.;
Nawal7_220618.TextGrid;Youssef;1518.54;15;Une fille qui eh je connais des filles qui te parlent mais vraiment langage ghetto.;
Nawal7_220618.TextGrid;Youssef;1524.89;8;Elle s'appelle Yasmina@a  c'est une kabyle.;
Nawal7_220618.TextGrid;Youssef;1528.23;19;La vie de ma mère  la vie de ma mère c'est une kabyle elle parle comment ouais poto@s.;
Nawal7_220618.TextGrid;Youssef;1535.92;94;Eh poto@s sur la vie de ma mère vas-y j'étais j'etais devant devant le bahut@s euh je commence à técla@s ma clope@s maintenant c'est comment il y a un mec@s qui vient il croit il va me tchatcher@s ça veut dire euh je lui dis oh je veux quoi tu me connais pas toi tu connais pas je suis qui eh poto@s sur la vie de ma mère rigole pas avec moi je vais te mette un coup de gazeuse@s une meuf@s déjà elle te dit ça donc déjà tu wow.;
Nawal7_220618.TextGrid;Youssef;1559.03;53;Mais moi quand je parle avec elle ben je lui ré- je lui parle comme elle yo@s poto@s euh t'es ça va tu es tu es pas trop narvalo@s poto@s euh j'ai je me fous de sa gueule je le je mais je la nargue je me fous de sa gueule.;
Nawal7_220618.TextGrid;Youssef;1569.82;11;Parce que c'est c'est abusé je trouve ça moche.;
Nawal7_220618.TextGrid;Youssef;1573.29;57;Parce que ah ouais après euh tu as beau faire le ghetto comme euh c'est c'est dit c'est connu hein derrière tout grand homme se cache une femme t'as beau faire le t'as beau faire le dur tu as beau faire le je sais pas quoi tu auras toujours de la tendresse.;
Nawal7_220618.TextGrid;Youssef;1585.90;75;Tu auras toujours un fond de coeur tu peux pas avoir un coeur de pierre donc en soi ça sert à rien de toujours faire le bonhomme x une meuf@s qui fait le bonhomme c'est super moche déjà que le mec@s il a besoin de d- un peu de tendresse si si la meuf@s elle est bonhomme la meuf@s elle se comporte comme un mec@s comment il va avoir de la tendresse le mec@s.;
Nawal7_220618.TextGrid;Youssef;1604.90;11;Ben ouais ben au final il va la tapper sa gonzesse@s.;
Nawal7_220618.TextGrid;Youssef;1608.37;11;Mais je connais des filles elles se tapent avec leurs mecs.;
Nawal7_220618.TextGrid;Youssef;1611.60;7;Avec leur mec elles frappent leur mec.;
Nawal7_220618.TextGrid;Youssef;1614.24;10;Elles se battent elles se battent elles mettent des pêches@s.;
Nawal7_220618.TextGrid;Youssef;1618.19;47;Mais vraiment quand il y a une dispute c'est pas euh ah tu m'énerves elle va casser une assiette euh par terre elle va lui rentrer dedans et lui mettre des pêches@s l'autre il va lui mettre des pêches@ comment ça tu me tapes.;
Nawal7_220618.TextGrid;Youssef;1629.37;56;Et au final c'est moche parce que tu as fait la meuf@s euh t'es un mec@s eh ben voilà tu te fais taper comme ci tu étais un mec il y a des meufs@ elles gobent@s y a des meufs@s elles gobent@s je sais pas si tu sais ce que ça veut dire gober@s.;
Nawal7_220618.TextGrid;Youssef;1640.22;41;Gober@s c'est ça elle friment elles friment trop tu sais tu sais que tu es une meuf@s n'abuse pas c'est tu sais qu'un mec@s il frappe pas une meuf@s mais ne va pas chercher jusqu'au bout.;
Nawal7_220618.TextGrid;Youssef;1650.54;43;Tu peux  insulte-le parce que je connais des meufs@s elles se sont v- je l'ai vu des meufs@s se faire gifler devant moi j'aurais pu séparer mais j'ai pas voulu parce que même moi j'ai trouvé que le me-le.;
Nawal7_220618.TextGrid;Youssef;1661.08;11;Nan nan c'est le mec@s qui a giflé la meuf@s.;
Nawal7_220618.TextGrid;Youssef;1665.19;40;Après mais je peux j'aurais pu hein j'aurais pu séparer et dire wesh@s tu fais quoi euh je tu es tu es un ouf@s tu tapes ta gonzesse@s comme ça ou tu tapes une meuf@s comme ça même.;
Nawal7_220618.TextGrid;Youssef;1675.50;12;Mais après voilà quand une fille elle se comporte comme un mec@s.;
Nawal7_220618.TextGrid;Youssef;1680.25;33;Ben voilà elle mais elle elle a eu ce qu'elle méritait tu tu peux l'insulter lui mais après quand tu vas parler de sa mère de sa grand-mère de son grand-père.;
Nawal7_220618.TextGrid;Youssef;1689.84;64;Ah tu commences à aller déjà tu parles de sa mère et il dit calme ta joie je parle que de toi depuis tout à l'heure tu vas éviter de parler de ma mère quoi mais je parle de ta mère et je parle même de ton père et si tu veux que je finisse je finis avec ta grand-mère et ton grand-père.;
Nawal7_220618.TextGrid;Youssef;1705.95;57;Elle l'insulte lui sa mère son grand-père sa grand-mère et sa soeur tout le monde elle a insulté tout le monde bah le mec à un moment il est devenu fou il est devenu fou même si il avait des sentiments et tout ça après voilà n'importe quel mec il a un bout de fierté.;
Nawal7_220618.TextGrid;Youssef;1720.52;26;Il va pas supporter déjà tu l'insultes lui il prend sur lui-même alors tu parles de ses parents ça y est ça part en cacahuètes.;
Nawal7_220618.TextGrid;Youssef;1727.16;1;Fini.;
Nawal7_220618.TextGrid;Youssef;1728.17;24;Mais voilà après ça c'est le langage et il y a certaines meufs@s qui devraient pas parler comme des mecs@s c'est moche.;
Nawal7_220618.TextGrid;Youssef;1739.81;10;Il y a des mefs il y a des meufs@s.;
Nawal7_220618.TextGrid;Youssef;1742.11;9;Même elles conduisent mieux des motos que des mecs@s.;
Nawal7_220618.TextGrid;Youssef;1746.56;20;Mais des motos quand je te parle de motos c'est pas des petites mo- je te parle de cross@s.;
Nawal7_220618.TextGrid;Youssef;1750.40;42;Tu vois les les cross@s les grosses motos après il y a des des meufs@s mais après c'est les meufs@s qui ont passé le permis je te parle des meufs@s qui sont dans l- dans le quartier tu vas à Aubervilliers.;
Nawal7_220618.TextGrid;Youssef;1761.40;85;Ça trame@s beaucoup les cross@s tu vois il y a beaucoup de cross@s ça fait beaucoup de cross@s dans la rue et tout ça ben tu vois des meufs@ qui font des cross@s qui lèvent des roues moi j'arrive pas à te faire de roues en sk- en cross@s je sais faire du cross@s je je fais super bien du cross@s je conduis super bien mais mais j'arrive pas à faire de roues c'est une sensation j'ai pas envie d'avoir.;
Nawal7_220618.TextGrid;Youssef;1779.42;12;J'aime pas parce que j'ai peur de retomber en arrière.;
Nawal7_220618.TextGrid;Youssef;1781.92;40;Donc euh je préfère faire ma mon fou sur ma moto mais je sais que je conduis je gère ma moto parce que en l'air je la gère pas ma moto sur une roue je vais pas la gérer.;
Nawal7_220618.TextGrid;Youssef;1789.53;20;J'ai l'équilibre et tout ça mais après ça c'est une experience j'ai pas envie de tenter.;
Nawal7_220618.TextGrid;Youssef;1797.23;3;x bah oui.;
Nawal7_220618.TextGrid;Youssef;1798.65;4;Bah c'est comme.;
Nawal7_220618.TextGrid;Youssef;1800.36;47;Pour se sentir voilà pour se sentir un peu plus puissantes parce que il y a certaines filles qu- voilà il y a certaines filles elles sont complexées parce que elles se retrouvent en entre que entre des mecs@s elles ont grandi que g- que dans ça.;
